r_today_kpc,v_radial_kms,t_age_gyr,M_LG_newton_msun,M_LG_esd_msun,M_baryon_obs_msun,R_at_orbit
770.0,-109.4,13.787,4179562835693.3594,119575611114.50195,180000000000.0,32.65396373323042
